id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,v_score_text,in_custody,out_custody,two_year_recid
244,Female,30,25 - 45,Caucasian,0,7,0,0,3,F,Possession Of Carisoprodol,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,5/2/13,10/14/14,1
245,Male,30,25 - 45,African-American,0,7,0,0,1,F,Burglary Conveyance Assault/Bat,0,0,Risk of Recidivism,Medium,Risk of Violence,8,High,3/4/14,3/7/14,0
246,Male,48,Greater than 45,Caucasian,0,2,0,0,2,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/25/13,9/26/13,0
248,Male,22,Less than 25,African-American,0,2,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,11/14/14,5/21/15,0
249,Male,46,Greater than 45,Caucasian,0,1,0,0,6,F,Driving While License Revoked,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/5/13,3/28/13,1
251,Female,49,Greater than 45,Caucasian,0,6,0,0,6,F,Crim Use of Personal ID Info,0,0,Risk of Recidivism,Medium,Risk of Violence,2,Low,1/22/14,1/27/14,0
252,Male,31,25 - 45,Caucasian,0,5,0,0,0,F,"Deliver 3,4 Methylenediox",0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,4/9/15,5/29/15,0
254,Male,25,25 - 45,African-American,0,2,0,0,1,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,10/18/13,10/22/13,1
257,Male,23,Less than 25,Hispanic,0,3,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,9/8/13,9/8/13,0
258,Female,32,25 - 45,African-American,0,7,0,0,5,F,Aggravated Assault W/dead Weap,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,2/17/13,2/18/13,0
259,Male,52,Greater than 45,Hispanic,0,1,0,0,2,M,Leave Acc/Attend Veh/More $50,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,6/21/13,7/26/13,0
260,Male,62,Greater than 45,African-American,0,4,0,0,8,F,Possession of Cocaine,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/5/13,2/21/13,0
262,Female,37,25 - 45,Caucasian,0,10,0,0,6,F,Possession of Cocaine,0,0,Risk of Recidivism,High,Risk of Violence,4,Low,6/13/14,12/18/14,0
263,Male,55,Greater than 45,Caucasian,0,1,0,0,1,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,7/27/13,8/14/13,0
264,Male,31,25 - 45,Hispanic,0,9,0,0,8,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,8/23/13,12/18/13,1
265,Male,28,25 - 45,African-American,0,6,0,0,6,M,Resist/Obstruct W/O Violence,1,1,Risk of Recidivism,Medium,Risk of Violence,6,Medium,3/1/16,3/17/16,1
266,Male,54,Greater than 45,Hispanic,0,1,0,0,2,F,Burglary Unoccupied Dwelling,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/28/13,3/4/14,0
267,Male,58,Greater than 45,Hispanic,0,2,0,0,0,F,Possession Of Heroin,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/10/14,3/28/14,0
268,Male,78,Greater than 45,Caucasian,0,1,0,0,1,M,Driving Under The Influence,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/19/14,9/20/14,1
269,Male,56,Greater than 45,Caucasian,0,1,0,0,0,F,Possession of Cocaine,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/2/14,3/3/14,0
271,Male,24,Less than 25,Other,0,2,0,0,0,F,Burglary Unoccupied Dwelling,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,1/13/14,1/15/14,0
272,Male,38,25 - 45,African-American,2,8,2,1,22,F,Child Abuse,1,0,Risk of Recidivism,High,Risk of Violence,5,Medium,9/9/15,10/7/15,1
275,Male,22,Less than 25,African-American,0,5,0,0,1,F,Pos Cannabis W/Intent Sel/Del,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,4/24/14,4/24/14,1
277,Male,47,Greater than 45,African-American,0,8,0,0,23,M,Possess Cannabis/20 Grams Or Less,1,0,Risk of Recidivism,High,Risk of Violence,1,Low,2/12/13,3/18/13,1
278,Male,23,Less than 25,African-American,0,2,0,0,0,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,7/1/14,7/10/14,1
279,Male,57,Greater than 45,Hispanic,0,1,0,0,1,F,Driving While License Revoked,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,10/25/13,11/14/13,0
280,Female,38,25 - 45,Caucasian,0,5,0,0,2,F,Possession of Cocaine,1,0,Risk of Recidivism,Medium,Risk of Violence,2,Low,12/12/13,12/20/13,1
281,Male,66,Greater than 45,African-American,0,1,0,0,3,F,Agg Battery Grt/Bod/Harm,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,6/1/13,6/3/13,0
282,Male,45,Greater than 45,Caucasian,0,4,0,0,8,M,Viol Injunct Domestic Violence,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,9/24/15,10/5/15,1
285,Female,52,Greater than 45,Other,0,3,0,0,0,M,,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,,,1
286,Male,32,25 - 45,African-American,0,10,0,0,13,F,Poss Cocaine/Intent To Del/Sel,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,6/13/14,9/18/14,1
287,Male,37,25 - 45,African-American,0,9,0,0,2,M,Battery,1,1,Risk of Recidivism,High,Risk of Violence,8,High,4/7/14,5/9/14,1
288,Male,39,25 - 45,Caucasian,0,4,0,0,0,F,Possession Of Methamphetamine,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,3/2/14,3/3/14,1
289,Male,26,25 - 45,African-American,0,9,0,0,9,F,Deliver Cocaine,1,0,Risk of Recidivism,High,Risk of Violence,8,High,5/6/15,8/20/15,1
291,Male,45,Greater than 45,Caucasian,0,3,0,0,2,F,Lewd or Lascivious Molestation,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,1/31/13,1/25/14,0
293,Male,23,Less than 25,African-American,0,3,0,0,0,F,Possession of Cannabis,1,1,Risk of Recidivism,Low,Risk of Violence,4,Low,3/12/15,9/21/15,1
294,Male,34,25 - 45,African-American,0,2,0,0,2,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/28/16,3/22/16,0
297,Female,23,Less than 25,African-American,0,4,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,8/20/13,8/21/13,0
298,Male,36,25 - 45,Other,0,3,0,0,2,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/18/15,12/4/15,1
299,Male,50,Greater than 45,Caucasian,0,1,0,0,1,F,Sexual Performance by a Child,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/12/16,2/13/16,0
300,Female,37,25 - 45,Caucasian,0,3,0,0,0,M,Leaving Acc/Unattended Veh,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,11/7/13,11/7/13,0
301,Male,44,25 - 45,Caucasian,0,4,0,0,4,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,1/6/13,1/7/13,0
302,Female,35,25 - 45,African-American,0,9,1,0,23,F,Felony Petit Theft,1,0,Risk of Recidivism,High,Risk of Violence,9,High,7/12/14,7/14/14,1
304,Male,24,Less than 25,Other,0,5,0,0,5,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,10/7/14,10/8/14,1
306,Male,26,25 - 45,African-American,0,10,0,0,2,F,Fleeing Or Attmp Eluding A Leo,1,0,Risk of Recidivism,High,Risk of Violence,8,High,8/18/15,9/5/15,1
308,Male,27,25 - 45,African-American,0,2,0,0,0,M,Criminal Mischief,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,3/25/13,3/28/13,0
310,Female,28,25 - 45,African-American,0,8,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,0,Risk of Recidivism,High,Risk of Violence,6,Medium,10/29/13,11/27/13,0
311,Male,43,25 - 45,Caucasian,0,5,0,0,11,F,arrest case no charge,1,1,Risk of Recidivism,Medium,Risk of Violence,3,Low,9/12/13,10/1/14,1
313,Female,28,25 - 45,Caucasian,0,9,0,0,7,F,Felony Petit Theft,1,0,Risk of Recidivism,High,Risk of Violence,6,Medium,11/19/15,1/1/20,1
315,Male,38,25 - 45,African-American,0,1,0,0,2,F,Driving While License Revoked,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/20/13,5/20/13,0
316,Male,27,25 - 45,Caucasian,0,4,0,0,2,M,Trespass Struct/Conveyance,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,1/21/14,2/26/14,0
317,Female,28,25 - 45,African-American,0,9,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,High,Risk of Violence,7,Medium,6/10/15,8/28/15,0
319,Male,56,Greater than 45,Caucasian,0,1,0,0,7,F,Felony Driving While Lic Suspd,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/19/13,3/20/13,1
320,Male,38,25 - 45,African-American,0,9,0,0,15,F,Possession of Cocaine,0,0,Risk of Recidivism,High,Risk of Violence,3,Low,2/18/13,2/20/13,0
321,Male,28,25 - 45,African-American,0,5,0,0,2,M,Possess Cannabis/20 Grams Or Less,0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,10/30/13,10/31/13,0
322,Male,45,Greater than 45,African-American,0,6,0,0,3,F,arrest case no charge,0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,4/24/13,11/29/13,0
323,Male,28,25 - 45,Hispanic,0,2,0,0,0,M,DUI Property Damage/Injury,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,,,0
325,Male,61,Greater than 45,Caucasian,0,1,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/14/13,2/15/13,0
326,Female,51,Greater than 45,Caucasian,0,1,0,0,0,M,Driving Under The Influence,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,7/1/14,9/6/14,1
327,Male,51,Greater than 45,Caucasian,0,2,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,10/30/13,10/31/13,0
329,Male,36,25 - 45,Other,0,1,0,0,1,M,Possess Cannabis/20 Grams Or Less,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/24/13,8/24/13,1
330,Male,48,Greater than 45,African-American,0,1,0,0,0,F,Aggravated Battery (Firearm/Actual Possession),0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/12/13,1/13/13,0
331,Male,37,25 - 45,Caucasian,0,3,0,0,4,F,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,4/17/13,4/19/13,1
332,Female,30,25 - 45,African-American,0,7,0,0,2,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,5/12/13,5/15/13,0
333,Female,41,25 - 45,African-American,0,6,0,0,5,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,11/5/13,11/5/13,0
334,Male,27,25 - 45,African-American,0,10,0,0,11,F,Robbery / No Weapon,1,0,Risk of Recidivism,High,Risk of Violence,9,High,4/23/13,12/2/13,1
335,Male,37,25 - 45,African-American,0,1,0,0,0,M,Battery,1,1,Risk of Recidivism,Low,Risk of Violence,1,Low,7/7/15,7/20/15,0
336,Male,33,25 - 45,Other,0,4,0,0,4,F,Aggravated Assault w/Firearm,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,4/30/14,5/2/14,1
337,Male,54,Greater than 45,African-American,0,9,0,0,11,F,Grand Theft (Motor Vehicle),0,0,Risk of Recidivism,High,Risk of Violence,9,High,5/6/13,9/13/13,0
338,Male,23,Less than 25,African-American,0,9,0,0,2,F,Robbery / Weapon,0,0,Risk of Recidivism,High,Risk of Violence,5,Medium,5/8/13,7/19/13,0
341,Female,26,25 - 45,African-American,0,4,0,0,2,F,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,6,Medium,12/14/13,7/29/14,1
344,Male,41,25 - 45,African-American,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/25/14,1/26/14,0
345,Male,52,Greater than 45,Caucasian,0,1,0,0,0,F,Burglary With Assault/battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,5/15/13,5/16/13,0
347,Male,43,25 - 45,Caucasian,0,4,0,0,13,F,Driving While License Revoked,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,7/31/13,3/18/14,1
348,Male,52,Greater than 45,African-American,0,4,0,0,0,F,Uttering a Forged Instrument,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,2/3/14,2/17/14,0
349,Male,28,25 - 45,Caucasian,0,1,0,0,1,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,5/14/13,5/17/13,0
350,Male,30,25 - 45,African-American,0,9,0,2,11,M,Battery,1,1,Risk of Recidivism,High,Risk of Violence,4,Low,12/3/14,12/9/14,1
351,Male,28,25 - 45,Caucasian,0,5,0,0,1,F,Criminal Mischief,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,9/27/13,10/3/13,0
354,Male,22,Less than 25,African-American,0,4,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,0,Risk of Recidivism,Low,Risk of Violence,6,Medium,2/21/13,2/22/13,0
355,Male,30,25 - 45,African-American,0,2,0,0,4,F,Driving While License Revoked,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,3/5/13,3/5/13,0
356,Male,25,25 - 45,Hispanic,0,4,0,0,4,F,Possession of Cannabis,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,11/3/13,11/4/13,0
357,Male,31,25 - 45,Caucasian,0,8,0,0,0,F,Burglary Unoccupied Dwelling,1,0,Risk of Recidivism,High,Risk of Violence,5,Medium,2/5/16,3/18/16,1
358,Male,37,25 - 45,Caucasian,0,2,0,0,0,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,10/8/14,10/26/14,1
359,Male,32,25 - 45,African-American,0,9,1,0,14,F,Aggravated Battery / Pregnant,0,0,Risk of Recidivism,High,Risk of Violence,8,High,12/16/13,12/17/13,0
360,Male,26,25 - 45,African-American,0,8,1,0,4,M,Possess Cannabis/20 Grams Or Less,0,0,Risk of Recidivism,High,Risk of Violence,6,Medium,6/22/15,9/6/15,0
361,Male,53,Greater than 45,Caucasian,0,1,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,1/15/13,1/16/13,0
362,Male,28,25 - 45,African-American,0,8,0,0,25,F,arrest case no charge,1,0,Risk of Recidivism,High,Risk of Violence,9,High,1/8/14,2/3/14,1
363,Male,44,25 - 45,Caucasian,0,5,0,0,8,M,Battery,1,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,4/10/13,4/15/13,1
364,Male,25,25 - 45,African-American,0,3,0,0,0,F,Grand Theft in the 3rd Degree,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,9/6/13,9/6/13,0
366,Male,22,Less than 25,Caucasian,0,8,0,1,1,M,Voyeurism,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,7/16/14,7/23/14,1
369,Female,37,25 - 45,Other,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,12/8/13,12/9/13,0
372,Female,40,25 - 45,Other,0,2,0,0,3,F,Driving While License Revoked,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,10/22/13,10/23/13,0
374,Male,36,25 - 45,Caucasian,0,7,0,0,8,F,Felony Driving While Lic Suspd,1,1,Risk of Recidivism,Medium,Risk of Violence,9,High,8/8/14,8/30/14,1
375,Male,30,25 - 45,Caucasian,0,2,0,0,4,F,False Imprisonment,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,9/25/13,11/26/13,0
376,Male,22,Less than 25,African-American,0,9,0,0,3,M,Prowling/Loitering,1,1,Risk of Recidivism,High,Risk of Violence,9,High,3/5/16,3/21/16,1
377,Female,24,Less than 25,Caucasian,0,7,0,0,1,M,Battery,1,1,Risk of Recidivism,Medium,Risk of Violence,5,Medium,10/29/14,10/30/14,1
378,Male,27,25 - 45,African-American,0,2,0,0,3,M,Viol Prot Injunc Repeat Viol,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,7/10/15,7/12/15,1
379,Female,31,25 - 45,Hispanic,0,2,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,3/8/13,3/9/13,0
381,Male,23,Less than 25,Hispanic,0,6,0,1,1,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,4/24/13,4/25/13,1
382,Female,23,Less than 25,Caucasian,0,5,0,4,5,F,arrest case no charge,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,11/9/15,11/10/15,1
383,Male,24,Less than 25,Hispanic,0,8,0,0,0,M,Possess Cannabis/20 Grams Or Less,0,0,Risk of Recidivism,High,Risk of Violence,7,Medium,2/1/13,2/2/13,0
384,Male,29,25 - 45,African-American,0,3,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,3/31/14,4/1/14,0
385,Male,20,Less than 25,African-American,0,8,0,0,1,F,Carrying Concealed Firearm,1,1,Risk of Recidivism,High,Risk of Violence,7,Medium,3/2/14,7/1/14,1
386,Male,30,25 - 45,African-American,0,6,0,0,2,F,Carrying Concealed Firearm,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,2/13/13,2/15/13,1
389,Male,39,25 - 45,Other,0,1,0,0,0,F,Throw In Occupied Dwell,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,10/2/13,10/3/13,0
390,Male,27,25 - 45,African-American,0,4,0,0,4,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,7/8/15,7/21/15,0
392,Male,31,25 - 45,Caucasian,0,4,0,0,2,M,arrest case no charge,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,10/6/15,10/17/15,0
393,Female,37,25 - 45,African-American,0,1,0,0,2,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,9/23/14,10/7/14,0
396,Male,20,Less than 25,African-American,0,8,0,0,0,F,Possession Burglary Tools,0,0,Risk of Recidivism,High,Risk of Violence,6,Medium,2/18/14,2/21/14,0
398,Male,22,Less than 25,Hispanic,0,7,0,1,0,F,"Poss3,4 Methylenedioxymethcath",0,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,6/25/13,7/2/13,0
399,Female,52,Greater than 45,African-American,0,1,0,0,0,F,Burglary Conveyance Unoccup,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/1/13,8/2/13,0
400,Female,23,Less than 25,African-American,0,4,0,0,0,F,Carrying Concealed Firearm,1,0,Risk of Recidivism,Low,Risk of Violence,4,Low,8/1/14,8/5/14,1
402,Female,48,Greater than 45,African-American,0,2,0,0,0,F,Aggravated Assault W/Dead Weap,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,11/12/13,11/14/13,0
403,Male,66,Greater than 45,African-American,0,6,0,0,8,F,Deliver Cocaine,1,0,Risk of Recidivism,Medium,Risk of Violence,1,Low,7/10/01,8/29/03,1
404,Male,25,25 - 45,Caucasian,0,5,0,0,0,F,"Deliver 3,4 Methylenediox",0,0,Risk of Recidivism,Medium,Risk of Violence,4,Low,4/10/14,4/15/14,0
405,Male,27,25 - 45,Caucasian,0,6,0,0,0,F,Grand Theft in the 3rd Degree,1,1,Risk of Recidivism,Medium,Risk of Violence,7,Medium,11/14/13,7/14/14,1
406,Male,30,25 - 45,African-American,0,7,0,0,11,F,Unauth Poss ID Card or DL,1,0,Risk of Recidivism,Medium,Risk of Violence,6,Medium,4/17/15,4/18/15,1
407,Male,22,Less than 25,African-American,0,10,1,1,3,M,Battery,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,1/15/13,1/17/13,1
408,Female,22,Less than 25,Caucasian,0,3,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,12/30/13,12/31/13,0
409,Male,35,25 - 45,African-American,0,10,0,0,2,F,arrest case no charge,0,0,Risk of Recidivism,High,Risk of Violence,8,High,6/16/04,3/4/05,0
410,Male,32,25 - 45,Caucasian,0,4,0,0,2,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,1/17/13,2/26/13,0
411,Female,41,25 - 45,African-American,0,3,0,0,2,M,Battery on Law Enforc Officer,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/4/13,8/5/13,0
414,Female,25,25 - 45,Other,0,2,0,0,0,F,Aggravated Assault W/Dead Weap,0,0,Risk of Recidivism,Low,Risk of Violence,3,Low,1/28/14,1/29/14,0
415,Male,44,25 - 45,African-American,0,7,0,0,24,M,Opert With Susp DL 2nd Offens,0,0,Risk of Recidivism,Medium,Risk of Violence,3,Low,6/3/13,9/29/13,0
416,Male,52,Greater than 45,African-American,0,6,0,0,3,F,Possession of Cocaine,1,0,Risk of Recidivism,Medium,Risk of Violence,2,Low,1/22/14,3/5/14,1
417,Male,43,25 - 45,African-American,0,1,0,0,0,F,Felony Battery (Dom Strang),0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/4/13,5/15/13,0
423,Male,37,25 - 45,Caucasian,0,1,0,0,3,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/1/14,3/4/14,0
424,Male,28,25 - 45,African-American,0,4,0,0,3,M,Possess Cannabis/20 Grams Or Less,1,1,Risk of Recidivism,Low,Risk of Violence,3,Low,4/15/15,4/18/15,1
425,Male,70,Greater than 45,Caucasian,0,1,0,0,1,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,4/5/13,4/18/13,0
426,Male,54,Greater than 45,Caucasian,0,2,0,0,6,F,Possession of Cocaine,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/19/15,8/21/15,1
428,Male,46,Greater than 45,Caucasian,0,4,0,0,3,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,4/30/13,5/14/13,0
429,Male,21,Less than 25,African-American,0,9,0,0,0,M,Petit Theft,1,0,Risk of Recidivism,High,Risk of Violence,7,Medium,12/7/13,12/8/13,1
430,Male,26,25 - 45,African-American,0,8,0,0,1,M,Battery,1,1,Risk of Recidivism,High,Risk of Violence,6,Medium,9/3/15,9/14/15,1
431,Male,38,25 - 45,Hispanic,0,1,0,0,3,F,Crim Use of Personal ID Info,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,7/3/13,7/5/13,1
432,Male,34,25 - 45,Caucasian,0,4,0,0,5,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,1/19/14,1/20/14,0
434,Male,19,Less than 25,African-American,0,5,0,0,1,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,3/27/16,4/6/16,1
435,Male,34,25 - 45,African-American,0,4,0,0,5,M,Driving License Suspended,0,0,Risk of Recidivism,Low,Risk of Violence,4,Low,12/3/13,12/4/13,0
437,Male,23,Less than 25,Caucasian,0,5,0,0,0,F,Aggravated Assault W/Dead Weap,1,0,Risk of Recidivism,Medium,Risk of Violence,5,Medium,2/27/14,2/28/14,1
438,Male,34,25 - 45,African-American,0,4,0,0,5,F,Possession of Oxycodone,1,0,Risk of Recidivism,Low,Risk of Violence,2,Low,1/30/13,2/2/13,1
439,Male,30,25 - 45,African-American,0,1,0,0,2,F,arrest case no charge,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,8/3/13,10/25/13,0
440,Male,39,25 - 45,African-American,0,3,0,0,6,F,Aggravated Battery / Pregnant,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,11/4/13,11/7/13,1
441,Male,24,Less than 25,Other,0,3,0,0,0,F,Failure To Return Hired Vehicle,0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,4/8/13,4/9/13,0
442,Male,33,25 - 45,Caucasian,0,3,0,0,1,M,Driving Under The Influence,1,1,Risk of Recidivism,Low,Risk of Violence,2,Low,8/16/15,8/17/15,1
445,Male,58,Greater than 45,Caucasian,0,3,0,0,2,F,Agg Fleeing/Eluding High Speed,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,2/22/13,2/24/13,0
446,Female,21,Less than 25,African-American,0,6,0,0,0,M,Battery,0,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,1/1/13,1/2/13,0
450,Male,21,Less than 25,African-American,0,5,0,0,1,F,Attempted Robbery  No Weapon,1,0,Risk of Recidivism,Medium,Risk of Violence,7,Medium,3/21/16,4/1/16,0
451,Male,23,Less than 25,African-American,0,8,0,1,4,M,Possess Cannabis/20 Grams Or Less,1,0,Risk of Recidivism,High,Risk of Violence,5,Medium,8/9/14,8/13/14,1
452,Male,62,Greater than 45,Caucasian,0,1,0,0,0,F,False Imprisonment,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,3/25/14,3/26/14,0
454,Male,27,25 - 45,African-American,1,8,0,1,4,M,Possess Cannabis/20 Grams Or Less,1,0,Risk of Recidivism,High,Risk of Violence,10,High,2/18/14,2/19/14,1
456,Male,37,25 - 45,Caucasian,0,3,0,0,5,F,Battery on Law Enforc Officer,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,12/1/13,12/12/13,0
457,Male,43,25 - 45,Other,0,2,0,0,2,F,Grand Theft in the 3rd Degree,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,8/15/13,8/23/13,1
459,Female,32,25 - 45,African-American,0,1,0,0,5,F,Aggrav Battery w/Deadly Weapon,0,0,Risk of Recidivism,Low,Risk of Violence,1,Low,12/1/13,12/1/13,0
461,Male,23,Less than 25,Hispanic,0,3,0,0,0,F,Burglary Conveyance Unoccup,0,0,Risk of Recidivism,Low,Risk of Violence,5,Medium,4/8/15,4/22/15,0
462,Male,27,25 - 45,African-American,0,1,0,0,0,M,Battery,0,0,Risk of Recidivism,Low,Risk of Violence,2,Low,4/8/13,4/9/13,0
463,Male,44,25 - 45,Caucasian,0,1,0,0,0,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,1,Low,7/26/15,7/27/15,1
464,Male,28,25 - 45,Caucasian,0,3,0,0,3,M,Battery,1,0,Risk of Recidivism,Low,Risk of Violence,3,Low,1/5/16,1/5/16,1
